user_id,email,role,account_status,email_verified,last_login,fleet_manager_id,manager_key_used,manager_email,vehicle_id,vin,registration_number,vehicle_make,vehicle_model,car_type,manufacture_year,vehicle_weight_kg,vehicle_status,insurance_expiry,battery_capacity_kwh,battery_percentage,battery_health_percent,battery_temperature,battery_voltage,charging_cycles,battery_age_months,battery_alert_flag,alert_threshold_percent,motor_speed_rpm,motor_temperature,motor_efficiency,latitude,longitude,speed_kmph,acceleration,distance_travelled_km,trip_duration_min,remaining_range_km,load_weight_kg,start_location,start_latitude,start_longitude,destination,destination_latitude,destination_longitude,route_distance_km,eta_minutes,road_type,traffic_level,weather_condition,charging_stops_en_route,charging_status,charging_station_id,charging_duration_min,charging_cost_rs,energy_consumed_kwh,charger_type,driver_id,driver_income,driver_experience_years,driver_score,harsh_braking_count,sudden_acceleration_count,overspeed_count,cost_per_km,daily_energy_cost,monthly_energy_cost,total_trip_cost,tire_health_percent,last_service_days,maintenance_cost_rs,maintenance_alert,timestamp,day_of_week,month
USR0104,driver104@fleetev.in,Driver,Active,True,2023-06-04 11:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00104,IN12059919,MH28EV7717,BYD,BYD Atto 3,SUV,2019,1750,Idle,2024-11-11,60.5,49.1,77.5,40.1,401,343,22,True,20,3677,77.8,88.6,17.065436,78.326532,103.6,-0.96,132.7,189,193.1,146.7,Hyderabad,17.385,78.4867,Chennai,13.0827,80.2707,361.4,17,Rural,Medium,Clear,3,Fully Charged,CS0416,23,52.49,44.19,AC Level 1,DR0104,69375,9,66.2,15,5,12,3.1,454.37,11813.62,411.37,52.4,301,4118.04,Motor Check,2023-07-03 11:00:00,Monday,July
USR0105,driver105@fleetev.in,Driver,Inactive,False,2023-06-10 12:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00105,IN63349308,MH93EV2315,Mahindra,Mahindra BE 6e,Crossover,2021,1980,Active,2024-11-30,59,49.2,91.4,42.1,399,860,48,False,20,133,74.4,95.9,18.388555,74.27235,54.6,-1.08,262.2,285,188.7,482.6,Pune,18.5204,73.8567,Ahmedabad,23.0225,72.5714,53.8,52,Rural,Medium,Cloudy,0,Charging,CS0159,17,37.18,40.2,AC Level 1,DR0105,29705,18,94.5,0,20,10,1.76,373.59,9713.34,461.47,51.1,21,451.89,Tire Check,2023-07-03 12:00:00,Monday,July
USR0106,driver106@fleetev.in,Driver,Active,True,2023-06-07 13:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00106,IN19183277,MH40EV5708,Mahindra,Mahindra BE 6e,Crossover,2022,1980,Active,2023-10-28,59,36.1,77.6,33.9,402.7,955,55,True,20,7756,61,91.8,22.585376,88.553821,77.6,-2.82,143.8,26,138.4,72,Kolkata,22.5726,88.3639,Pune,18.5204,73.8567,343.1,228,Urban,Low,Cloudy,3,Fully Charged,CS0249,154,160.34,22.72,AC Level 1,DR0106,83153,4,88.6,18,13,15,1.36,161.91,4209.66,195.57,52.8,138,1915.32,Software Update,2023-07-03 13:00:00,Monday,July
USR0107,driver107@fleetev.in,Driver,Active,True,2023-06-13 16:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00107,IN50193656,MH13EV1753,Tata,Tata Tigor EV,Sedan,2021,1255,Charging,2024-07-21,26,69.9,98.8,23.9,352,882,30,False,20,4801,36.9,97.5,26.926551,75.306359,123.6,3.88,164.6,270,118.1,433.4,Jaipur,26.9124,75.7873,Lucknow,26.8467,80.9462,74.9,125,Mixed,High,Cloudy,3,Not Charging,CS0499,0,0,21.01,DC Fast Charger,DR0107,81450,12,64.2,18,3,9,1.42,173.42,4508.92,233.73,95.9,157,1140.42,None,2023-07-03 16:00:00,Monday,July
USR0108,driver108@fleetev.in,Driver,Active,True,2023-06-29 16:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00108,IN42775624,MH77EV7751,Tata,Tata Tigor EV,Sedan,2020,1255,Idle,2024-01-15,26,80.9,83.6,35,352.3,1076,44,False,20,7999,67.1,90.2,12.500017,77.322378,94.5,3.94,123.3,255,136.7,218,Bangalore,12.9716,77.5946,Hyderabad,17.385,78.4867,57.6,159,Rural,High,Cloudy,1,Charging,CS0098,99,146.81,9.1,DC Fast Charger,DR0108,104887,3,66.5,16,5,3,0.86,84.44,2195.44,106.04,50.8,238,5941.75,Brake Inspection,2023-07-03 16:00:00,Monday,July
USR0109,driver109@fleetev.in,Driver,Active,True,2023-07-03 18:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00109,IN93176117,MH97EV4945,BYD,BYD Seal,Sedan,2020,1885,Active,2024-11-03,82.5,51,94.5,29.3,378.9,312,6,False,20,3046,56.2,97.2,23.608214,77.820347,139.2,0.81,196.7,145,273.5,119.4,Bhopal,23.2599,77.4126,Surat,21.1702,72.8311,149.1,106,Mixed,Medium,Cloudy,1,Charging,CS0300,98,93.26,47.56,AC Level 2,DR0109,85236,9,88.2,17,0,10,1.98,480.76,12499.76,389.47,96,360,1994.78,Tire Check,2023-07-03 18:00:00,Monday,July
USR0110,driver110@fleetev.in,Driver,Active,True,2023-06-18 19:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00110,IN99501846,MH11EV8622,Hyundai,Hyundai Kona EV,SUV,2019,1535,Active,2024-10-14,39.2,38.1,83.7,39.1,403,435,71,False,20,5973,51.8,90.1,18.879644,73.920377,47.6,-4.32,22.1,114,97.1,430.8,Pune,18.5204,73.8567,Bhopal,23.2599,77.4126,228.7,141,Rural,Medium,Cloudy,1,Fully Charged,CS0284,88,212.37,19.96,DC Fast Charger,DR0110,102014,12,80.8,19,7,11,10.55,191.73,4984.98,233.16,82.7,86,4959.15,None,2023-07-03 19:00:00,Monday,July
USR0111,driver111@fleetev.in,Driver,Active,True,2023-06-15 20:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00111,IN95756900,MH64EV5097,Hyundai,Hyundai Kona EV,SUV,2020,1535,Active,2024-08-16,39.2,97.3,97.8,31.3,354.3,831,71,False,20,572,79.4,90.6,17.642242,78.841704,11,-2.57,43.7,138,247.9,126.5,Hyderabad,17.385,78.4867,Surat,21.1702,72.8311,494.5,76,Mixed,Medium,Hot,0,Fast Charging,CS0466,171,395.26,29.33,DC Fast Charger,DR0111,38979,16,42.5,0,12,1,7.07,228.09,5930.34,308.96,86.6,312,7557.54,Brake Inspection,2023-07-03 20:00:00,Monday,July
USR0112,driver112@fleetev.in,Driver,Active,True,2023-06-21 21:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00112,IN61185849,MH83EV6881,MG,MG ZS EV,SUV,2024,1620,Charging,2024-05-17,50.3,60.3,80.2,41.8,403.2,641,42,False,20,3118,68.3,89.7,22.818996,88.589102,25.9,0.3,191.8,193,197.2,96.1,Kolkata,22.5726,88.3639,Hyderabad,17.385,78.4867,449.5,32,Rural,Low,Clear,2,Not Charging,CS0315,0,0,25.32,DC Fast Charger,DR0112,111275,1,41.6,9,14,14,1.43,276.54,7190.04,274.27,54.5,86,5717.65,Brake Inspection,2023-07-03 21:00:00,Monday,July
USR0113,driver113@fleetev.in,Driver,Inactive,False,2023-07-02 22:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00113,IN46840133,MH11EV1803,BYD,BYD Seal,Sedan,2021,1885,Out of Service,2024-03-11,82.5,26.3,87.9,41.8,368.7,459,6,False,20,1452,78.4,92.5,9.904512,76.30853,27.3,0.33,5.9,240,141,234.6,Kochi,9.9312,76.2673,Nagpur,21.1458,79.0882,130.5,63,Highway,Low,Hot,0,Charging,CS0359,135,172.57,22.24,AC Level 2,DR0113,71179,20,45.8,6,20,9,39.42,172.34,4480.84,232.58,89.5,168,2669.82,None,2023-07-03 22:00:00,Monday,July
USR0114,driver114@fleetev.in,Driver,Active,True,2023-06-14 02:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00114,IN95445405,MH34EV5106,MG,MG ZS EV,SUV,2024,1620,Active,2023-10-27,50.3,77.4,76.7,33.1,396.3,978,18,True,20,1032,41.8,95,26.584006,75.959683,91.5,2.41,71.1,220,253.1,266.2,Jaipur,26.9124,75.7873,Chennai,13.0827,80.2707,471.1,43,Mixed,Medium,Clear,2,Charging,CS0197,165,278.81,6.67,AC Level 2,DR0114,65492,2,74.5,6,4,6,0.81,55.27,1437.02,57.59,72.8,149,2355.21,Tire Check,2023-07-04 02:00:00,Tuesday,July
USR0115,driver115@fleetev.in,Driver,Active,True,2023-07-03 03:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00115,IN14478111,MH84EV6977,BYD,BYD Atto 3,SUV,2021,1750,Idle,2024-06-18,60.5,47.7,80.9,33.4,369.9,169,8,False,20,5818,40.9,96.1,20.763264,78.825168,64.7,0.49,139,226,187.6,433.3,Nagpur,21.1458,79.0882,Kolkata,22.5726,88.3639,58.2,84,Rural,Medium,Rainy,0,Not Charging,CS0059,0,0,18.08,Super Charger,DR0115,48021,14,65.6,14,12,12,1.08,198.32,5156.32,150.12,62.7,357,6891.51,Software Update,2023-07-04 03:00:00,Tuesday,July
USR0116,driver116@fleetev.in,Driver,Active,True,2023-06-08 04:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00116,IN27738187,MH79EV6994,MG,MG ZS EV,SUV,2020,1620,Active,2024-04-08,50.3,45.1,89.5,31.4,389.8,13,9,False,20,1742,78.7,96.8,23.487922,77.21558,128.4,-3.99,103.5,245,147.5,98.8,Bhopal,23.2599,77.4126,Surat,21.1702,72.8311,286.5,210,Highway,High,Hot,3,Not Charging,CS0375,0,0,35.18,Super Charger,DR0116,63684,16,85.5,9,20,9,3.33,383.1,9960.6,344.66,99.4,265,3127.77,Motor Check,2023-07-04 04:00:00,Tuesday,July
USR0117,driver117@fleetev.in,Driver,Active,True,2023-06-27 05:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00117,IN55461591,MH24EV8673,BMW,BMW i4,Sedan,2020,2050,Active,2024-08-29,83.9,77.6,88.1,28.3,394.8,53,56,False,20,6167,47.4,88.1,22.645567,72.307297,21.1,-3.46,104,186,423.2,119.1,Ahmedabad,23.0225,72.5714,Bhopal,23.2599,77.4126,328.2,224,Mixed,Medium,Clear,0,Fast Charging,CS0278,167,345.86,10.45,DC Fast Charger,DR0117,72942,18,94.5,6,9,3,0.87,114.43,2975.18,90.48,84.7,183,403.4,Motor Check,2023-07-04 05:00:00,Tuesday,July
USR0118,driver118@fleetev.in,Driver,Active,True,2023-06-10 06:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00118,IN62958901,MH11EV5332,Tata,Tata Tiago EV,Hatchback,2022,1205,Active,2024-07-31,24,52.6,91,32.1,394.7,533,61,False,20,7237,77,98.5,20.654058,78.782866,112.6,-0.27,75,275,82.1,323,Nagpur,21.1458,79.0882,Mumbai,19.076,72.8777,71.6,29,Mixed,Medium,Cloudy,3,Not Charging,CS0415,0,0,18.46,Super Charger,DR0118,101619,9,94.9,4,4,1,2.26,150.21,3905.46,169.5,64,60,3050.36,Battery Service,2023-07-04 06:00:00,Tuesday,July
USR0119,driver119@fleetev.in,Driver,Active,True,2023-06-17 07:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00119,IN95704631,MH57EV2775,BYD,BYD Seal,Sedan,2022,1885,Active,2023-08-14,82.5,94.4,87.2,34.9,397.5,1064,46,False,20,2782,40.6,91.1,27.060201,75.734206,68.4,-1.02,248.4,125,506.2,183.1,Jaipur,26.9124,75.7873,Bangalore,12.9716,77.5946,435.8,74,Urban,Medium,Hot,3,Not Charging,CS0327,0,0,65.89,AC Level 2,DR0119,98584,20,48.7,8,16,1,2.97,466.48,12128.48,737.75,54.9,304,230.8,Motor Check,2023-07-04 07:00:00,Tuesday,July
USR0120,driver120@fleetev.in,Driver,Active,False,2023-07-04 13:00:00,MGR006,MGRKEY006132,manager06@fleetev.in,VH00120,IN91883846,MH38EV2035,Kia,Kia EV6,Crossover,2024,1960,Under Maintenance,2024-05-24,77.4,52.7,91.2,36.9,392,644,60,False,20,1565,82.1,90,30.843387,76.939096,121.3,-3.74,202.4,112,265.1,336.6,Chandigarh,30.7333,76.7794,Surat,21.1702,72.8311,147.6,194,Highway,Low,Rainy,0,Not Charging,CS0448,0,0,25.64,DC Fast Charger,DR0120,40292,14,46.4,10,6,1,1.36,229.29,5961.54,275.26,87.5,323,1746.67,Battery Service,2023-07-04 13:00:00,Tuesday,July
USR0121,driver121@fleetev.in,Driver,Active,True,2023-06-30 14:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00121,IN16086345,MH14EV5986,Tata,Tata Tigor EV,Sedan,2019,1255,Out of Service,2024-03-16,26,25.7,95.9,34.8,344.4,912,57,False,20,1986,56.4,95.3,21.452959,78.981553,60.7,-1.27,15.6,157,43.4,449.4,Nagpur,21.1458,79.0882,Kochi,9.9312,76.2673,100.7,112,Highway,High,Cloudy,1,Charging,CS0309,153,367.23,9.17,DC Fast Charger,DR0121,42781,18,90.1,1,20,5,6.13,95.87,2492.62,95.63,79.7,362,1486.72,Battery Service,2023-07-04 14:00:00,Tuesday,July
USR0122,driver122@fleetev.in,Driver,Active,True,2023-06-21 23:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00122,IN70887034,MH57EV9850,BYD,BYD Seal,Sedan,2022,1885,Active,2023-10-29,82.5,57,76.3,21.8,353.8,837,36,True,20,5765,30.4,96,26.588524,80.508681,55.1,-0.83,156.6,87,305.7,249.1,Lucknow,26.8467,80.9462,Lucknow,26.8467,80.9462,481.6,93,Highway,High,Rainy,0,Fully Charged,CS0182,8,12.77,69.78,Super Charger,DR0122,105694,16,87.3,7,1,10,4.48,697.61,18137.86,701.57,68,344,429.88,Brake Inspection,2023-07-04 23:00:00,Tuesday,July
USR0123,driver123@fleetev.in,Driver,Active,False,2023-06-05 00:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00123,IN47546086,MH14EV7070,BYD,BYD Seal,Sedan,2022,1885,Active,2024-03-17,82.5,93.9,89.4,43.2,395.6,101,60,False,20,1292,79.4,93.1,26.774872,75.429224,125.9,4.22,271.3,16,503.5,417.7,Jaipur,26.9124,75.7873,Bhopal,23.2599,77.4126,436.2,19,Rural,Medium,Cloudy,3,Fast Charging,CS0374,135,312.09,73.74,DC Fast Charger,DR0123,38022,12,74.4,5,9,6,3.01,548.77,14268.02,816.61,63.2,288,4846.99,Motor Check,2023-07-05 00:00:00,Wednesday,July
USR0124,driver124@fleetev.in,Driver,Active,False,2023-06-23 01:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00124,IN59302863,MH79EV6876,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Out of Service,2024-01-30,78,40.2,82.3,28.9,385.7,370,72,False,20,6820,63.9,89.7,13.279408,77.552956,60.2,-0.11,43.4,135,203.8,186.7,Bangalore,12.9716,77.5946,Bhopal,23.2599,77.4126,332.7,118,Rural,Medium,Cloudy,2,Not Charging,CS0462,0,0,45.61,Super Charger,DR0124,84600,4,76.3,10,7,4,9.54,454.49,11816.74,414.04,69.2,301,6373.78,Brake Inspection,2023-07-05 01:00:00,Wednesday,July
USR0125,driver125@fleetev.in,Driver,Active,True,2023-06-08 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00125,IN98955314,MH37EV1349,Tata,Tata Tiago EV,Hatchback,2020,1205,Active,2023-11-25,24,72.6,76.8,25.4,346.6,474,53,True,20,6280,75.2,95.8,30.747135,77.030093,47.2,-4.45,284.9,174,113.3,243.6,Chandigarh,30.7333,76.7794,Kochi,9.9312,76.2673,361.2,192,Highway,Low,Hot,1,Fast Charging,CS0393,51,42.27,5.88,AC Level 1,DR0125,51896,19,42,2,4,2,0.23,49.52,1287.52,65.53,96.1,18,931.82,Software Update,2023-07-05 04:00:00,Wednesday,July
USR0126,driver126@fleetev.in,Driver,Active,True,2023-07-01 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00126,IN84384510,MH36EV4538,Tata,Tata Tiago EV,Hatchback,2020,1205,Active,2023-07-22,24,24.7,83.1,39.4,398.9,857,35,False,20,626,59,98.8,26.444448,75.567961,110.3,-2.34,183,291,38.5,404.6,Jaipur,26.9124,75.7873,Kochi,9.9312,76.2673,384.2,205,Highway,Medium,Hot,2,Not Charging,CS0168,0,0,19.32,Super Charger,DR0126,43964,9,54.2,9,20,11,1.1,172.6,4487.6,201.3,67.7,85,5395.44,Motor Check,2023-07-05 04:00:00,Wednesday,July
USR0127,driver127@fleetev.in,Driver,Active,True,2023-06-14 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00127,IN82506491,MH42EV3858,Tata,Tata Tigor EV,Sedan,2020,1255,Active,2023-08-04,26,84.2,86.8,21.7,413.9,904,17,False,20,5168,75.3,92.9,20.967613,73.128795,20.2,4.4,166.1,35,142.3,256.1,Surat,21.1702,72.8311,Bhopal,23.2599,77.4126,166.5,30,Rural,Low,Hot,1,Not Charging,CS0008,0,0,21.26,AC Level 1,DR0127,56186,12,73.2,3,12,8,1.09,164.46,4275.96,181.05,84.7,13,4542.1,None,2023-07-05 04:00:00,Wednesday,July
USR0128,driver128@fleetev.in,Driver,Active,True,2023-06-16 05:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00128,IN53455870,MH12EV3854,Mahindra,Mahindra BE 6e,Crossover,2020,1980,Idle,2024-09-23,59,83,80.1,42.4,402.3,1123,59,False,20,7904,72.2,89.7,13.465016,80.366062,10.3,1.18,186.3,227,318.3,56.3,Chennai,13.0827,80.2707,Kochi,9.9312,76.2673,278.7,35,Highway,Medium,Cloudy,2,Not Charging,CS0174,0,0,21.01,Super Charger,DR0128,39896,17,46.7,5,4,2,1.04,213.87,5560.62,193.75,81.3,43,4911.69,None,2023-07-05 05:00:00,Wednesday,July
USR0129,driver129@fleetev.in,Driver,Active,True,2023-06-14 07:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00129,IN18530615,MH70EV8344,BMW,BMW i4,Sedan,2022,2050,Active,2024-12-16,83.9,81.5,96,33.2,412.2,683,72,False,20,1084,81.5,92.9,19.044793,72.409839,46.8,-0.88,65.4,208,444.5,100.3,Mumbai,19.076,72.8777,Bangalore,12.9716,77.5946,69.5,98,Rural,Medium,Cloudy,0,Charging,CS0391,180,177.64,56.34,AC Level 1,DR0129,105623,8,42.7,19,0,0,9.9,440.99,11465.74,647.46,95.2,24,6425.37,None,2023-07-05 07:00:00,Wednesday,July
USR0130,driver130@fleetev.in,Driver,Active,True,2023-06-23 08:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00130,IN98436473,MH76EV5941,Tata,Tata Nexon EV,SUV,2019,1570,Active,2024-11-21,30.2,77.3,87.7,29.5,414.5,255,62,False,20,1051,69.5,90,27.17087,75.583024,138.6,0.45,68.1,77,151.7,343.9,Jaipur,26.9124,75.7873,Chennai,13.0827,80.2707,48,23,Urban,Low,Foggy,0,Not Charging,CS0232,0,0,25.34,Super Charger,DR0130,80872,13,68.7,14,12,5,3.74,221.9,5769.4,254.69,93.3,253,2884.98,Brake Inspection,2023-07-05 08:00:00,Wednesday,July
USR0131,driver131@fleetev.in,Driver,Active,True,2023-06-17 13:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00131,IN24490391,MH72EV8267,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Idle,2023-12-18,78,29.8,86.4,25.9,408.6,933,26,False,20,6397,40.7,96.8,26.478974,75.910775,46.8,-2.46,142.2,152,151.1,63.8,Jaipur,26.9124,75.7873,Surat,21.1702,72.8311,312.9,116,Highway,High,Rainy,0,Not Charging,CS0383,0,0,45.33,Super Charger,DR0131,41540,3,59.8,11,11,6,2.95,331.02,8606.52,419.49,99.3,165,5408.95,None,2023-07-05 13:00:00,Wednesday,July
USR0132,driver132@fleetev.in,Driver,Active,False,2023-07-03 14:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00132,IN93794475,MH91EV9984,Hyundai,Hyundai Kona EV,SUV,2023,1535,Idle,2024-05-16,39.2,24.7,96.9,31.5,373.1,1075,67,False,20,5114,79,97.7,26.70507,75.918489,71.1,-3.67,264.8,178,62.9,386.8,Jaipur,26.9124,75.7873,Bhopal,23.2599,77.4126,390.3,78,Urban,Low,Rainy,3,Fully Charged,CS0307,101,218.87,8.06,AC Level 2,DR0132,91263,15,72.7,12,2,15,0.24,71.8,1866.8,63.55,76.2,61,487.51,None,2023-07-05 14:00:00,Wednesday,July
USR0133,driver133@fleetev.in,Driver,Active,True,2023-06-28 15:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00133,IN67740376,MH22EV2874,Mahindra,Mahindra BE 6e,Crossover,2022,1980,Active,2024-10-24,59,28.7,94.7,40.2,351.4,867,54,False,20,2535,41.6,89.7,26.611219,80.593146,70.4,0.44,38.1,87,110.1,89.1,Lucknow,26.8467,80.9462,Kolkata,22.5726,88.3639,415,160,Highway,High,Clear,1,Charging,CS0276,114,221.42,29.53,Super Charger,DR0133,79239,8,72.2,0,19,11,7.6,269.09,6996.34,289.56,55.7,10,795.08,Battery Service,2023-07-05 15:00:00,Wednesday,July
USR0134,driver134@fleetev.in,Driver,Active,True,2023-06-26 16:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00134,IN70867592,MH61EV7815,Kia,Kia EV6,Crossover,2022,1960,Active,2024-06-04,77.4,98.9,81.2,21.6,382.1,993,53,False,20,4855,57.4,98.4,21.392016,72.340091,99.4,1,41.7,217,497.6,181.3,Surat,21.1702,72.8311,Bhopal,23.2599,77.4126,251.4,72,Urban,High,Cloudy,1,Not Charging,CS0449,0,0,13.21,AC Level 1,DR0134,74060,9,77.7,7,20,1,2.77,133.33,3466.58,115.51,78.9,362,6514.09,Battery Service,2023-07-05 16:00:00,Wednesday,July
USR0135,driver135@fleetev.in,Driver,Inactive,True,2023-07-04 18:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00135,IN73655158,MH18EV2494,Tata,Tata Tigor EV,Sedan,2022,1255,Idle,2023-10-26,26,61.1,86.6,42.8,416.3,94,52,False,20,183,30.7,94.4,19.093845,73.170649,114.4,-3.44,111.8,148,103.3,390.5,Mumbai,19.076,72.8777,Pune,18.5204,73.8567,359,92,Highway,High,Hot,3,Fully Charged,CS0194,61,108.23,19.11,AC Level 2,DR0135,42054,12,60.5,12,1,8,1.94,174.52,4537.52,216.89,70.2,58,1290.9,None,2023-07-05 18:00:00,Wednesday,July
USR0136,driver136@fleetev.in,Driver,Active,True,2023-06-17 23:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00136,IN18050510,MH85EV6400,Mahindra,Mahindra XEV 9e,SUV,2022,2100,Active,2024-07-16,79,48.6,99.9,37.5,354.3,379,15,False,20,808,81.4,91.9,18.035788,73.679587,87.3,1.3,36.1,217,249.6,423.5,Pune,18.5204,73.8567,Ahmedabad,23.0225,72.5714,295.9,53,Rural,High,Hot,1,Charging,CS0353,153,165.67,38.16,Super Charger,DR0136,119510,14,60.5,3,13,7,11.01,397.54,10336.04,397.46,60.1,331,3448.26,Tire Check,2023-07-05 23:00:00,Wednesday,July
USR0137,driver137@fleetev.in,Driver,Active,True,2023-06-09 02:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00137,IN48604965,MH86EV6119,Tata,Tata Nexon EV,SUV,2023,1570,Under Maintenance,2024-12-20,30.2,14.1,99.9,24.5,418.9,990,9,True,20,3374,37.5,97.2,26.515364,75.656079,54.1,-1.22,132.9,192,27.7,266,Jaipur,26.9124,75.7873,Kochi,9.9312,76.2673,394.1,47,Rural,High,Clear,0,Fully Charged,CS0258,164,167.41,8.97,AC Level 2,DR0137,45280,7,41.9,18,5,6,0.74,64.5,1677,98.35,94.9,200,4578.79,Battery Service,2023-07-06 02:00:00,Thursday,July
USR0138,driver138@fleetev.in,Driver,Active,True,2023-06-27 03:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00138,IN74718365,MH38EV2773,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Active,2024-04-30,78,63.9,96.9,22.9,378.9,809,44,False,20,1298,82,95,20.80585,78.851738,110.3,4.65,208.5,232,324,205,Nagpur,21.1458,79.0882,Kochi,9.9312,76.2673,288.3,119,Rural,Low,Rainy,0,Charging,CS0495,165,284.02,19.28,AC Level 1,DR0138,54643,19,64.1,11,17,12,0.77,198.9,5171.4,160.55,62.5,117,2732.33,Battery Service,2023-07-06 03:00:00,Thursday,July
USR0139,driver139@fleetev.in,Driver,Active,True,2023-06-28 03:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00139,IN85291541,MH89EV1430,BYD,BYD Seal,Sedan,2019,1885,Active,2024-01-20,82.5,92.8,99.8,41.2,394.4,1094,19,False,20,2410,41.3,92.8,9.8435,75.933813,103.3,2.05,148,294,497.6,65.7,Kochi,9.9312,76.2673,Kolkata,22.5726,88.3639,252.9,52,Urban,Low,Clear,0,Fully Charged,CS0465,12,22.83,23.98,AC Level 2,DR0139,117104,9,43.3,13,19,1,1.86,179.26,4660.76,275.28,72.2,204,6991.65,Tire Check,2023-07-06 03:00:00,Thursday,July
USR0140,driver140@fleetev.in,Driver,Suspended,True,2023-07-05 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00140,IN55610493,MH54EV1100,Hyundai,Hyundai Kona EV,SUV,2023,1535,Active,2024-09-02,39.2,36.1,77.4,24.5,400.9,699,10,True,20,3670,41.8,98.2,22.552254,72.258482,105,2.14,157.4,152,92,88.1,Ahmedabad,23.0225,72.5714,Pune,18.5204,73.8567,402.2,180,Mixed,High,Cloudy,2,Charging,CS0054,31,45.3,13.36,AC Level 2,DR0140,43595,3,83.9,19,6,5,0.9,96.46,2507.96,141.66,52.8,115,1293.62,Tire Check,2023-07-06 04:00:00,Thursday,July
USR0141,driver141@fleetev.in,Driver,Inactive,True,2023-06-26 05:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00141,IN94982908,MH13EV2503,BMW,BMW i4,Sedan,2022,2050,Active,2024-09-21,83.9,76.4,86.3,37.1,400.7,230,18,False,20,837,58.5,93,12.472644,77.116367,138.7,4.68,293.2,174,416.6,181.3,Bangalore,12.9716,77.5946,Ahmedabad,23.0225,72.5714,446.7,126,Rural,Medium,Rainy,2,Not Charging,CS0130,0,0,16.48,AC Level 1,DR0141,69681,15,85.8,7,3,13,0.57,117.21,3047.46,167.12,72,188,1315.72,Brake Inspection,2023-07-06 05:00:00,Thursday,July
USR0142,driver142@fleetev.in,Driver,Active,True,2023-07-01 08:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00142,IN59667685,MH49EV6314,Tata,Tata Tigor EV,Sedan,2019,1255,Active,2023-12-26,26,32.4,93.6,29.8,347.9,409,39,False,20,6881,36.6,96.3,17.223789,78.149216,23,-0.42,61.4,299,54.8,254.3,Hyderabad,17.385,78.4867,Bhopal,23.2599,77.4126,450.9,33,Rural,Low,Clear,3,Fully Charged,CS0189,145,232.76,15.13,Super Charger,DR0142,105981,6,97.3,6,19,3,2.18,154.98,4029.48,133.85,53.5,187,2695.76,Software Update,2023-07-06 08:00:00,Thursday,July
