driver_id,user_id,driver_name,email,phone,role,account_status,email_verified,fleet_manager_id,manager_key_used,manager_email,vehicle_id,vin,registration_number,vehicle_make,vehicle_model,car_type,manufacture_year,vehicle_weight_kg,battery_capacity_kwh,insurance_expiry,driver_experience_years,driver_income,created_at
DR0208,USR0208,Driver_208,driver208@fleetev.in,+918033921654,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00208,IN62780072,MH74EV8491,Tata,Tata Tiago EV,Hatchback,2023,1205,24,2024-07-15,2,31624,2023-01-01
DR0209,USR0209,Driver_209,driver209@fleetev.in,+918227279967,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00209,IN76423575,MH86EV8710,Hyundai,Hyundai Kona EV,SUV,2019,1535,39.2,2024-10-03,5,59664,2023-01-01
DR0210,USR0210,Driver_210,driver210@fleetev.in,+917194314620,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00210,IN59093843,MH61EV6995,BMW,BMW i4,Sedan,2019,2050,83.9,2024-02-04,12,97512,2023-01-01
DR0211,USR0211,Driver_211,driver211@fleetev.in,+918934257315,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00211,IN19869264,MH59EV9261,Hyundai,Hyundai Kona EV,SUV,2023,1535,39.2,2023-11-18,5,37672,2023-01-01
DR0212,USR0212,Driver_212,driver212@fleetev.in,+917619623590,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00212,IN60089832,MH53EV6990,BYD,BYD Seal,Sedan,2023,1885,82.5,2024-12-22,13,90546,2023-01-01
DR0213,USR0213,Driver_213,driver213@fleetev.in,+918430398942,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00213,IN16080513,MH14EV3245,Tata,Tata Nexon EV,SUV,2023,1570,30.2,2024-10-29,5,104463,2023-01-01
DR0214,USR0214,Driver_214,driver214@fleetev.in,+917697940975,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00214,IN28761086,MH51EV6218,Mahindra,Mahindra XEV 9e,SUV,2023,2100,79,2024-05-21,19,69089,2023-01-01
DR0215,USR0215,Driver_215,driver215@fleetev.in,+919417741295,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00215,IN78412668,MH78EV9025,Mahindra,Mahindra XEV 9e,SUV,2022,2100,79,2023-08-06,12,68416,2023-01-01
DR0216,USR0216,Driver_216,driver216@fleetev.in,+919955124970,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00216,IN24710878,MH63EV6040,Volvo,Volvo XC40 Recharge,SUV,2023,2040,78,2024-11-16,9,110929,2023-01-01
DR0217,USR0217,Driver_217,driver217@fleetev.in,+919506213395,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00217,IN87528776,MH39EV1841,Mahindra,Mahindra BE 6e,Crossover,2020,1980,59,2024-08-12,5,114224,2023-01-01
DR0218,USR0218,Driver_218,driver218@fleetev.in,+917819412471,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00218,IN14237322,MH83EV2800,MG,MG ZS EV,SUV,2022,1620,50.3,2024-06-05,14,44848,2023-01-01
DR0219,USR0219,Driver_219,driver219@fleetev.in,+919626278260,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00219,IN37365878,MH62EV9221,BYD,BYD Seal,Sedan,2024,1885,82.5,2023-09-21,5,92984,2023-01-01
DR0220,USR0220,Driver_220,driver220@fleetev.in,+919256907178,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00220,IN85280948,MH51EV8837,MG,MG ZS EV,SUV,2021,1620,50.3,2024-01-13,15,94878,2023-01-01
DR0221,USR0221,Driver_221,driver221@fleetev.in,+919620258967,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00221,IN83319550,MH55EV5331,Kia,Kia EV6,Crossover,2020,1960,77.4,2024-03-28,9,98149,2023-01-01
DR0222,USR0222,Driver_222,driver222@fleetev.in,+917890251346,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00222,IN40181142,MH48EV5735,Hyundai,Hyundai Kona EV,SUV,2021,1535,39.2,2024-11-22,12,98464,2023-01-01
DR0223,USR0223,Driver_223,driver223@fleetev.in,+919463064097,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00223,IN46702849,MH46EV2996,BMW,BMW i4,Sedan,2022,2050,83.9,2024-07-07,5,63070,2023-01-01
DR0224,USR0224,Driver_224,driver224@fleetev.in,+918899990924,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00224,IN48605090,MH20EV6674,Tata,Tata Nexon EV,SUV,2024,1570,30.2,2024-11-21,7,51485,2023-01-01
DR0225,USR0225,Driver_225,driver225@fleetev.in,+917589582865,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00225,IN46390817,MH81EV5450,Mahindra,Mahindra XEV 9e,SUV,2023,2100,79,2024-03-21,8,31653,2023-01-01
DR0226,USR0226,Driver_226,driver226@fleetev.in,+917225447588,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00226,IN81275182,MH38EV4814,Volvo,Volvo XC40 Recharge,SUV,2022,2040,78,2024-06-22,16,38178,2023-01-01
DR0227,USR0227,Driver_227,driver227@fleetev.in,+918747654202,Driver,Suspended,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00227,IN28450513,MH10EV3587,Volvo,Volvo XC40 Recharge,SUV,2022,2040,78,2024-02-09,10,67096,2023-01-01
DR0228,USR0228,Driver_228,driver228@fleetev.in,+919801601713,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00228,IN96690951,MH17EV2465,Hyundai,Hyundai Kona EV,SUV,2023,1535,39.2,2023-08-27,6,79773,2023-01-01
DR0229,USR0229,Driver_229,driver229@fleetev.in,+917800202342,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00229,IN14877451,MH60EV9116,Tata,Tata Tigor EV,Sedan,2019,1255,26,2023-07-29,10,99443,2023-01-01
DR0230,USR0230,Driver_230,driver230@fleetev.in,+918951414407,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00230,IN24401654,MH52EV5662,Mahindra,Mahindra BE 6e,Crossover,2020,1980,59,2024-12-17,15,60761,2023-01-01
DR0231,USR0231,Driver_231,driver231@fleetev.in,+918971022633,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00231,IN25119192,MH52EV3662,MG,MG ZS EV,SUV,2024,1620,50.3,2024-01-26,1,69185,2023-01-01
DR0232,USR0232,Driver_232,driver232@fleetev.in,+917753744909,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00232,IN86206305,MH96EV4164,Hyundai,Hyundai Kona EV,SUV,2022,1535,39.2,2024-12-28,11,36368,2023-01-01
DR0233,USR0233,Driver_233,driver233@fleetev.in,+917603923411,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00233,IN99826000,MH22EV4027,BYD,BYD Seal,Sedan,2021,1885,82.5,2024-03-30,1,59181,2023-01-01
DR0234,USR0234,Driver_234,driver234@fleetev.in,+918415729895,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00234,IN41611127,MH67EV5374,BYD,BYD Seal,Sedan,2023,1885,82.5,2023-07-31,9,110679,2023-01-01
DR0235,USR0235,Driver_235,driver235@fleetev.in,+918998856257,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00235,IN41715995,MH17EV2936,Kia,Kia EV6,Crossover,2020,1960,77.4,2024-09-07,17,117216,2023-01-01
DR0236,USR0236,Driver_236,driver236@fleetev.in,+918578589030,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00236,IN25759274,MH91EV5833,Hyundai,Hyundai Kona EV,SUV,2020,1535,39.2,2023-12-03,16,45078,2023-01-01
DR0237,USR0237,Driver_237,driver237@fleetev.in,+919358944233,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00237,IN91300905,MH57EV7813,BYD,BYD Atto 3,SUV,2023,1750,60.5,2024-02-28,8,114173,2023-01-01
DR0238,USR0238,Driver_238,driver238@fleetev.in,+919268486276,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00238,IN20988446,MH77EV8319,Mahindra,Mahindra BE 6e,Crossover,2019,1980,59,2023-11-11,2,96781,2023-01-01
DR0239,USR0239,Driver_239,driver239@fleetev.in,+917643611097,Driver,Active,True,MGR012,MGRKEY012384,manager12@fleetev.in,VH00239,IN37133023,MH83EV9792,Mahindra,Mahindra XEV 9e,SUV,2021,2100,79,2024-10-14,4,114167,2023-01-01
DR0240,USR0240,Driver_240,driver240@fleetev.in,+919192045446,Driver,Active,False,MGR012,MGRKEY012384,manager12@fleetev.in,VH00240,IN88268756,MH72EV2489,MG,MG ZS EV,SUV,2019,1620,50.3,2024-10-26,5,92272,2023-01-01
